"unigram","bigram","trigram","quadgram","freq"
"how","do","i","know",2
"how","do","i","look",2
"how","do","we","know",2
"how","do","we","make",2
"how","do","you","feel",2
"how","do","you","think",2
"how","do","you","use",2
"how","does","that","work",2
"how","excited","i","am",2
"how","i","feel","about",2
"how","important","it","is",2
"how","its","going","to",2
"how","long","i","have",2
"how","many","of","us",2
"how","many","people","sit",2
"how","many","times","we",2
"how","much","do","you",2
"how","much","have","you",2
"how","much","it","felt",2
"how","much","it","would",2
"how","much","of","the",2
"how","much","they","are",2
"how","old","she","is",2
"how","that","rag","has",2
"how","to","describe","it",2
"how","to","do","this",2
"how","to","have","a",2
"how","to","make","a",2
"how","to","make","the",2
"how","to","use","them",2
"how","to","work","the",2
"however","it","is","not",2
"however","one","of","the",2
"however","you","want","to",2
"hp","and","mp","every",2
"hug","in","a","box",2
"hugs","when","there","was",2
"hundreds","of","millions","of",2
"i","actually","had","to",2
"i","also","added","a",2
"i","also","decided","to",2
"i","also","found","the",2
"i","also","have","to",2
"i","also","like","to",2
"i","also","need","to",2
"i","also","realized","that",2
"i","also","used","some",2
"i","also","used","the",2
"i","also","wanted","to",2
"i","am","a","fan",2
"i","am","a","little",2
"i","am","addicted","to",2
"i","am","an","artist",2
"i","am","and","i",2
"i","am","and","what",2
"i","am","at","the",2
"i","am","aware","of",2
"i","am","doing","a",2
"i","am","doing","and",2
"i","am","feeling","better",2
"i","am","good","enough",2
"i","am","grateful","to",2
"i","am","in","my",2
"i","am","not","an",2
"i","am","not","fat",2
"i","am","not","going",2
"i","am","not","looking",2
"i","am","not","proud",2
"i","am","not","so",2
"i","am","not","taking",2
"i","am","not","truly",2
"i","am","not","you",2
"i","am","now","on",2
"i","am","old","enough",2
"i","am","on","the",2
"i","am","pleased","to",2
"i","am","proud","of",2
"i","am","simply","not",2
"i","am","so","grateful",2
"i","am","so","happy",2
"i","am","so","proud",2
"i","am","so","thrilled",2
"i","am","starting","to",2
"i","am","still","here",2
"i","am","still","in",2
"i","am","sure","i",2
"i","am","sure","it",2
"i","am","thrilled","to",2
"i","am","tired","of",2
"i","am","truly","blessed",2
"i","am","with","him",2
"i","am","with","you",2
"i","am","writing","this",2
"i","are","going","to",2
"i","arrived","at","the",2
"i","ask","that","you",2
"i","ask","them","to",2
"i","asked","him","if",2
"i","assure","you","that",2
"i","become","a","better",2
"i","began","to","think",2
"i","believe","he","is",2
"i","believe","that","in",2
"i","bought","a","pair",2
"i","burst","into","tears",2
"i","came","across","an",2
"i","came","across","this",2
"i","came","home","with",2
"i","came","to","find",2
"i","came","to","the",2
"i","can","assure","you",2
"i","can","do","it",2
"i","can","do","with",2
"i","can","easily","see",2
"i","can","feel","the",2
"i","can","get","my",2
"i","can","get","some",2
"i","can","get","them",2
"i","can","get","to",2
"i","can","honestly","say",2
"i","can","live","with",2
"i","can","make","this",2
"i","can","no","longer",2
"i","can","read","my",2
"i","can","remember","the",2
"i","can","say","is",2
"i","can","see","where",2
"i","can","understand","why",2
"i","cannot","believe","that",2
"i","cannot","remember","what",2
"i","cannot","tell","you",2
"i","cannot","wait","to",2
"i","cant","blame","her",2
"i","cant","do","it",2
"i","cant","figure","out",2
"i","cant","get","enough",2
"i","cant","help","feeling",2
"i","cant","help","thinking",2
"i","cant","remember","what",2
"i","cant","wait","until",2
"i","challenge","you","to",2
"i","chose","to","have",2
"i","colored","the","image",2
"i","could","be","a",2
"i","could","be","wrong",2
"i","could","ever","ask",2
"i","could","feel","my",2
"i","could","get","a",2
"i","could","get","down",2
"i","could","go","on",2
"i","could","so","i",2
"i","could","tell","that",2
"i","could","think","was",2
"i","couldnt","ask","for",2
"i","couldnt","find","a",2
"i","couldnt","understand","why",2
"i","couldnt","wait","to",2
"i","decided","i","would",2
"i","decided","the","dancy",2
"i","decided","to","give",2
"i","decided","to","have",2
"i","decided","to","just",2
"i","decided","to","post",2
"i","decided","to","share",2
"i","decided","to","start",2
"i","decided","to","stop",2
"i","decided","to","whip",2
"i","did","and","the",2
"i","did","buy","a",2
"i","did","not","like",2
"i","did","not","see",2
"i","did","not","want",2
"i","did","want","to",2
"i","didnt","do","anything",2
"i","didnt","do","it",2
"i","didnt","do","the",2
"i","didnt","even","think",2
"i","didnt","feel","any",2
"i","didnt","have","to",2
"i","didnt","know","about",2
"i","didnt","know","anything",2
"i","didnt","know","if",2
"i","didnt","know","that",2
"i","didnt","know","they",2
"i","didnt","see","the",2
"i","didnt","think","it",2
"i","didnt","use","any",2
"i","do","but","i",2
"i","do","know","what",2
"i","do","most","of",2
"i","do","not","know",2
"i","do","not","remember",2
"i","do","not","think",2
"i","do","really","like",2
"i","do","say","so",2
"i","do","think","the",2
"i","dont","believe","the",2
"i","dont","care","if",2
"i","dont","care","what",2
"i","dont","even","have",2
"i","dont","even","know",2
"i","dont","even","think",2
"i","dont","go","to",2
"i","dont","have","this",2
"i","dont","know","i",2
"i","dont","know","of",2
"i","dont","know","when",2
"i","dont","know","where",2
"i","dont","know","whether",2
"i","dont","know","which",2
"i","dont","know","who",2
"i","dont","mean","to",2
"i","dont","plan","on",2
"i","dont","really","know",2
"i","dont","remember","who",2
"i","dont","see","a",2
"i","dont","see","you",2
"i","dont","think","id",2
"i","dont","think","ill",2
"i","dont","think","she",2
"i","dont","think","there",2
"i","dont","think","theres",2
"i","dont","think","you",2
"i","dont","understand","how",2
"i","dont","understand","why",2
"i","dont","write","to",2
"i","emailed","it","to",2
"i","ended","up","going",2
"i","even","had","to",2
"i","even","want","to",2
"i","expect","to","be",2
"i","feel","as","though",2
"i","feel","better","about",2
"i","feel","better","already",2
"i","feel","like","im",2
"i","feel","like","one",2
"i","feel","that","i",2
"i","feel","that","it",2
"i","felt","i","wasnt",2
"i","felt","like","an",2
"i","felt","that","way",2
"i","finally","feel","like",2
"i","first","saw","the",2
"i","forgive","myself","that",2
"i","found","a","new",2
"i","found","it","a",2
"i","found","it","very",2
"i","found","out","i",2
"i","found","out","the",2
"i","gave","birth","to",2
"i","get","to","be",2
"i","get","to","the",2
"i","go","back","and",2
"i","go","on","the",2
"i","got","a","call",2
"i","got","a","little",2
"i","got","an","email",2
"i","got","home","i",2
"i","got","into","the",2
"i","got","out","my",2
"i","got","out","of",2
"i","got","the","email",2
"i","got","to","read",2
"i","guess","i","am",2
"i","guess","i","have",2
"i","guess","i","just",2
"i","guess","im","not",2
"i","guess","most","of",2
"i","guess","thats","what",2
"i","had","a","couple",2
"i","had","a","very",2
"i","had","already","been",2
"i","had","an","amazing",2
"i","had","become","a",2
"i","had","been","in",2
"i","had","been","told",2
"i","had","been","using",2
"i","had","found","a",2
"i","had","had","a",2
"i","had","heard","at",2
"i","had","intended","to",2
"i","had","it","on",2
"i","had","just","finished",2
"i","had","just","had",2
"i","had","last","night",2
"i","had","made","a",2
"i","had","never","made",2
"i","had","no","reason",2
"i","had","not","been",2
"i","had","one","of",2
"i","had","plenty","of",2
"i","had","recently","had",2
"i","had","the","chance",2
"i","had","the","idea",2
"i","had","the","most",2
"i","had","time","to",2
"i","had","to","admit",2
"i","had","to","be",2
"i","had","to","change",2
"i","had","to","find",2
"i","had","to","give",2
"i","had","to","have",2
"i","had","to","use",2
"i","hate","to","admit",2
"i","have","a","bad",2
"i","have","a","bit",2
"i","have","a","book",2
"i","have","a","different",2
"i","have","a","feeling",2
"i","have","a","friend",2
"i","have","a","full",2
"i","have","a","little",2
"i","have","a","new",2
"i","have","a","number",2
"i","have","a","problem",2
"i","have","a","set",2
"i","have","a","theory",2
"i","have","a","ton",2
"i","have","absolutely","no",2
"i","have","accepted","and",2
"i","have","all","the",2
"i","have","been","able",2
"i","have","been","asking",2
"i","have","been","focusing",2
"i","have","been","in",2
"i","have","been","known",2
"i","have","been","looking",2
"i","have","been","lucky",2
"i","have","been","on",2
"i","have","been","thinking",2
"i","have","come","up",2
"i","have","commanded","you",2
"i","have","done","that",2
"i","have","done","this",2
"i","have","found","out",2
"i","have","friends","who",2
"i","have","given","up",2
"i","have","given","you",2
"i","have","had","for",2
"i","have","had","the",2
"i","have","had","to",2
"i","have","i","have",2
"i","have","in","mind",2
"i","have","lots","of",2
"i","have","never","felt",2
"i","have","never","had",2
"i","have","no","choice",2
"i","have","no","one",2
"i","have","no","photos",2
"i","have","no","problem",2
"i","have","not","been",2
"i","have","not","had",2
"i","have","not","made",2
"i","have","seen","a",2
"i","have","so","many",2
"i","have","some","exciting",2
"i","have","spent","a",2
"i","have","tended","to",2
"i","have","time","and",2
"i","have","to","agree",2
"i","have","to","choose",2
"i","have","to","focus",2
"i","have","to","have",2
"i","have","to","leave",2
"i","have","to","share",2
"i","have","to","take",2
"i","have","to","tell",2
"i","have","two","more",2
"i","have","used","a",2
"i","have","worked","with",2
"i","havent","been","on",2
"i","havent","been","to",2
"i","havent","done","anything",2
"i","havent","heard","it",2
"i","held","her","as",2
"i","honestly","believe","that",2
"i","hope","i","can",2
"i","hope","i","will",2
"i","hope","it","does",2
"i","hope","it","will",2
"i","hope","that","i",2
"i","hope","that","this",2
"i","hope","that","you",2
"i","hope","they","are",2
"i","hope","to","burn",2
"i","hope","to","have",2
"i","hope","to","share",2
"i","hope","you","can",2
"i","hope","you","will",2
"i","immediately","thought","of",2
"i","intend","to","do",2
"i","just","cannot","keep",2
"i","just","couldnt","bring",2
"i","just","didnt","know",2
"i","just","dont","have",2
"i","just","got","my",2
"i","just","have","a",2
"i","just","know","it",2
"i","just","love","the",2
"i","just","really","like",2
"i","just","thank","you",2
"i","kid","you","not",2
"i","knew","he","was",2
"i","knew","he","would",2
"i","knew","i","could",2
"i","knew","of","him",2
"i","knew","right","away",2
"i","knew","was","that",2
"i","knew","what","i",2
"i","know","all","the",2
"i","know","but","i",2
"i","know","exactly","what",2
"i","know","he","is",2
"i","know","i","have",2
"i","know","im","not",2
"i","know","it","is",2
"i","know","it","the",2
"i","know","its","been",2
"i","know","its","not",2
"i","know","ive","been",2
"i","know","many","of",2
"i","know","most","of",2
"i","know","that","he",2
"i","know","that","it",2
"i","know","that","sounds",2
"i","know","that","the",2
"i","know","that","they",2
"i","know","that","your",2
"i","know","there","will",2
"i","know","this","because",2
"i","know","what","the",2
"i","know","who","i",2
"i","know","you","do",2
"i","know","you","have",2
"i","left","it","up",2
"i","like","about","this",2
"i","like","the","most",2
"i","like","the","way",2
"i","like","to","play",2
"i","like","to","refer",2
"i","like","to","slice",2
"i","live","in","a",2
"i","lived","in","the",2
"i","look","at","my",2
"i","looked","at","him",2
"i","love","him","in",2
"i","love","how","the",2
"i","love","it","its",2
"i","love","it","that",2
"i","love","it","when",2
"i","love","that","we",2
"i","love","the","fact",2
"i","love","watching","the",2
"i","love","you","more",2
"i","loved","it","i",2
"i","loved","that","she",2
"i","made","it","from",2
"i","made","sure","to",2
